case_id,actual,spark_prediction,python_prediction,spark_probability,python_probability,match,agreement_status,disagreement_explanation
T2607009242_2026-07-02,1.0,0.0,1.0,"[0.6039984967565125, 0.3960015032434875]",0.83967173,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607010487_2026-07-02,0.0,0.0,1.0,"[0.6623040212261487, 0.33769597877385127]",0.8468303,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008575_2026-07-02,0.0,0.0,0.0,"[0.7887375912759287, 0.21126240872407132]",0.61437225,True,BothCorrect,Pipelines agree.
T2607007727_2026-07-02,0.0,0.0,0.0,"[0.9422344652293194, 0.05776553477068058]",0.5288843,True,BothCorrect,Pipelines agree.
T2607007465_2026-07-02,0.0,0.0,0.0,"[0.9695956658802662, 0.030404334119733756]",0.965786,True,BothCorrect,Pipelines agree.
T2607006839_2026-07-02,1.0,0.0,1.0,"[0.6977536680839764, 0.30224633191602357]",0.72391033,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607006755_2026-07-02,0.0,0.0,0.0,"[0.7565813002408914, 0.24341869975910857]",0.89386547,True,BothCorrect,Pipelines agree.
T2607008106_2026-07-02,0.0,0.0,0.0,"[0.9588606175100146, 0.04113938248998539]",0.87708783,True,BothCorrect,Pipelines agree.
T2607008812_2026-07-02,0.0,0.0,1.0,"[0.8983594444301213, 0.10164055556987872]",0.60387504,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607010383_2026-07-02,0.0,0.0,0.0,"[0.6060010705399786, 0.39399892946002135]",0.95675194,True,BothCorrect,Pipelines agree.
T2607010124_2026-07-02,0.0,0.0,0.0,"[0.5456930249136156, 0.4543069750863844]",0.6190318,True,BothCorrect,Pipelines agree.
T2607010034_2026-07-02,0.0,1.0,0.0,"[0.4169190374633071, 0.5830809625366928]",0.6172832,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009769_2026-07-02,0.0,1.0,0.0,"[0.4510340893863208, 0.5489659106136793]",0.58544534,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607007456_2026-07-02,0.0,1.0,1.0,"[0.3051366282970979, 0.694863371702902]",0.5290416,True,BothWrong,Pipelines agree.
T2607007735_2026-07-02,0.0,0.0,0.0,"[0.8507337669786359, 0.1492662330213641]",0.9681688,True,BothCorrect,Pipelines agree.
T2607007811_2026-07-02,1.0,0.0,0.0,"[0.5522994604575371, 0.4477005395424629]",0.52568984,True,BothWrong,Pipelines agree.
T2607009777_2026-07-02,0.0,0.0,1.0,"[0.5903097091222751, 0.4096902908777249]",0.9020968,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607005913_2026-07-02,0.0,0.0,0.0,"[0.9260390747341793, 0.07396092526582065]",0.9996468,True,BothCorrect,Pipelines agree.
T2607011366_2026-07-02,0.0,0.0,0.0,"[0.9089183779349003, 0.09108162206509973]",0.58199453,True,BothCorrect,Pipelines agree.
T2607007193_2026-07-02,0.0,1.0,1.0,"[0.3656512223069904, 0.6343487776930097]",0.833542,True,BothWrong,Pipelines agree.
T2607006936_2026-07-02,0.0,0.0,0.0,"[0.7204880867071292, 0.27951191329287084]",0.9325338,True,BothCorrect,Pipelines agree.
T2607008387_2026-07-02,0.0,0.0,0.0,"[0.9396089715798165, 0.06039102842018351]",0.8906554,True,BothCorrect,Pipelines agree.
T2607007014_2026-07-02,0.0,1.0,1.0,"[0.46772573973916376, 0.5322742602608362]",0.81636864,True,BothWrong,Pipelines agree.
T2607008222_2026-07-02,0.0,0.0,0.0,"[0.9276016454301288, 0.0723983545698712]",0.64298594,True,BothCorrect,Pipelines agree.
T2607009584_2026-07-02,0.0,0.0,0.0,"[0.5093868957809758, 0.49061310421902415]",0.5212344,True,BothCorrect,Pipelines agree.
T2607010306_2026-07-02,0.0,0.0,1.0,"[0.8294840704046562, 0.17051592959534378]",0.8280703,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607010831_2026-07-02,0.0,0.0,0.0,"[0.7410319763198125, 0.25896802368018745]",0.98869693,True,BothCorrect,Pipelines agree.
T2607011017_2026-07-02,0.0,0.0,0.0,"[0.924792649926805, 0.07520735007319501]",0.870087,True,BothCorrect,Pipelines agree.
T2607009596_2026-07-02,1.0,0.0,1.0,"[0.5965886313524178, 0.4034113686475822]",0.8711717,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008744_2026-07-02,0.0,0.0,0.0,"[0.9722891079294901, 0.027710892070509918]",0.6090591,True,BothCorrect,Pipelines agree.
T2607011543_2026-07-02,0.0,0.0,0.0,"[0.9751612551056689, 0.024838744894331133]",0.9006989,True,BothCorrect,Pipelines agree.
T2607009000_2026-07-02,1.0,0.0,1.0,"[0.7417785893037179, 0.2582214106962821]",0.8700607,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607006572_2026-07-02,0.0,0.0,1.0,"[0.7496319208791814, 0.2503680791208186]",0.73804164,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008272_2026-07-02,0.0,0.0,0.0,"[0.9432579847043541, 0.05674201529564593]",0.64298594,True,BothCorrect,Pipelines agree.
T2607010931_2026-07-02,0.0,0.0,0.0,"[0.9187841206680957, 0.08121587933190433]",0.870087,True,BothCorrect,Pipelines agree.
T2607009509_2026-07-02,0.0,1.0,1.0,"[0.3776387883906435, 0.6223612116093564]",0.8728036,True,BothWrong,Pipelines agree.
T2607007819_2026-07-02,0.0,0.0,0.0,"[0.903722433550103, 0.09627756644989705]",0.97191364,True,BothCorrect,Pipelines agree.
T2607007907_2026-07-02,0.0,0.0,0.0,"[0.8782123691439881, 0.12178763085601185]",0.97191364,True,BothCorrect,Pipelines agree.
T2607010212_2026-07-02,0.0,1.0,0.0,"[0.26778857930001365, 0.7322114206999863]",0.6190318,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607011428_2026-07-02,0.0,0.0,0.0,"[0.9806271036541733, 0.01937289634582673]",0.94239557,True,BothCorrect,Pipelines agree.
T2607007022_2026-07-02,0.0,0.0,0.0,"[0.5684832330716714, 0.43151676692832863]",0.9267849,True,BothCorrect,Pipelines agree.
T2607011294_2026-07-02,0.0,0.0,1.0,"[0.7891596715219977, 0.21084032847800227]",0.6559183,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607007291_2026-07-02,0.0,0.0,0.0,"[0.769353276976114, 0.230646723023886]",0.9294618,True,BothCorrect,Pipelines agree.
T2607008512_2026-07-02,1.0,0.0,0.0,"[0.9182210087358638, 0.08177899126413624]",0.7016642,True,BothWrong,Pipelines agree.
T2607007283_2026-07-02,1.0,1.0,1.0,"[0.2805193770290885, 0.7194806229709114]",0.847992,True,BothCorrect,Pipelines agree.
T2607008539_2026-07-02,0.0,0.0,0.0,"[0.9688988305169017, 0.031101169483098268]",0.88388,True,BothCorrect,Pipelines agree.
T2607006486_2026-07-02,0.0,0.0,1.0,"[0.6369969184851058, 0.36300308151489424]",0.85298425,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008059_2026-07-02,0.0,0.0,0.0,"[0.9276723312014837, 0.07232766879851626]",0.54316455,True,BothCorrect,Pipelines agree.
T2607010741_2026-07-02,0.0,1.0,0.0,"[0.16580739182526555, 0.8341926081747344]",0.94002813,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607006204_2026-07-02,0.0,0.0,0.0,"[0.9579903835981285, 0.04200961640187151]",0.8471927,True,BothCorrect,Pipelines agree.
T2607006287_2026-07-02,0.0,0.0,0.0,"[0.8740815050543673, 0.12591849494563268]",0.8471927,True,BothCorrect,Pipelines agree.
T2607010477_2026-07-02,0.0,0.0,0.0,"[0.6435258852246823, 0.35647411477531765]",0.95214856,True,BothCorrect,Pipelines agree.
T2607009421_2026-07-02,1.0,1.0,1.0,"[0.3638567779598796, 0.6361432220401204]",0.84318763,True,BothCorrect,Pipelines agree.
T2607007636_2026-07-02,0.0,0.0,0.0,"[0.9093186907818397, 0.09068130921816031]",0.5288843,True,BothCorrect,Pipelines agree.
T2607009942_2026-07-02,0.0,0.0,0.0,"[0.811350499653018, 0.18864950034698202]",0.58544534,True,BothCorrect,Pipelines agree.
T2607010220_2026-07-02,0.0,1.0,1.0,"[0.3749703732356254, 0.6250296267643747]",0.9141806,True,BothWrong,Pipelines agree.
T2607005934_2026-07-02,0.0,0.0,0.0,"[0.9431014613658246, 0.05689853863417538]",0.99900794,True,BothCorrect,Pipelines agree.
T2607005838_2026-07-02,0.0,0.0,0.0,"[0.9400829467042485, 0.05991705329575148]",0.9990162,True,BothCorrect,Pipelines agree.
T2607011230_2026-07-02,0.0,0.0,1.0,"[0.960710919237835, 0.039289080762164974]",0.6486446,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607011184_2026-07-02,0.0,0.0,0.0,"[0.9612966025515556, 0.03870339744844442]",0.9112968,True,BothCorrect,Pipelines agree.
T2607007379_2026-07-02,0.0,1.0,0.0,"[0.3668035376890427, 0.6331964623109573]",0.9294618,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607007200_2026-07-02,0.0,1.0,0.0,"[0.31367849688131244, 0.6863215031186876]",0.9267849,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008239_2026-07-02,0.0,0.0,0.0,"[0.9121600107158296, 0.08783998928417036]",0.89916235,True,BothCorrect,Pipelines agree.
T2607006659_2026-07-02,0.0,1.0,1.0,"[0.42311435935787217, 0.5768856406421279]",0.73804164,True,BothWrong,Pipelines agree.
T2607010660_2026-07-02,0.0,1.0,1.0,"[0.3365981258500049, 0.6634018741499951]",0.85822034,True,BothWrong,Pipelines agree.
T2607010395_2026-07-02,1.0,1.0,1.0,"[0.35717910943992043, 0.6428208905600796]",0.799725,True,BothCorrect,Pipelines agree.
T2607008657_2026-07-02,0.0,0.0,0.0,"[0.7408448162090902, 0.25915518379090985]",0.9026547,True,BothCorrect,Pipelines agree.
T2607006902_2026-07-02,0.0,1.0,0.0,"[0.43117448978939676, 0.5688255102106032]",0.9241267,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009388_2026-07-02,0.0,0.0,1.0,"[0.5013222203661302, 0.49867777963386983]",0.8378892,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607007084_2026-07-02,0.0,1.0,1.0,"[0.25441545381207176, 0.7455845461879282]",0.8855869,True,BothWrong,Pipelines agree.
T2607006032_2026-07-02,0.0,0.0,0.0,"[0.9679843004585384, 0.03201569954146155]",0.7936735,True,BothCorrect,Pipelines agree.
T2607006131_2026-07-02,0.0,0.0,0.0,"[0.9365125691467424, 0.06348743085325759]",0.7936735,True,BothCorrect,Pipelines agree.
T2607008043_2026-07-02,0.0,0.0,0.0,"[0.8732980996629012, 0.12670190033709883]",0.6728412,True,BothCorrect,Pipelines agree.
T2607008558_2026-07-02,0.0,0.0,0.0,"[0.9274238705953035, 0.07257612940469649]",0.8975699,True,BothCorrect,Pipelines agree.
T2607006054_2026-07-02,0.0,0.0,0.0,"[0.9831786281491562, 0.016821371850843758]",0.9925214,True,BothCorrect,Pipelines agree.
T2607010462_2026-07-02,0.0,0.0,0.0,"[0.725451848541746, 0.27454815145825395]",0.98294073,True,BothCorrect,Pipelines agree.
T2607006809_2026-07-02,0.0,0.0,0.0,"[0.8975313404233662, 0.10246865957663376]",0.9563893,True,BothCorrect,Pipelines agree.
T2607010011_2026-07-02,0.0,0.0,0.0,"[0.7430049608967729, 0.2569950391032271]",0.9686555,True,BothCorrect,Pipelines agree.
T2607010108_2026-07-02,0.0,0.0,0.0,"[0.7058121344053047, 0.29418786559469534]",0.9686555,True,BothCorrect,Pipelines agree.
T2607010004_2026-07-02,0.0,0.0,1.0,"[0.6704073460475787, 0.3295926539524213]",0.85985184,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008984_2026-07-02,0.0,0.0,1.0,"[0.9295911170476888, 0.07040888295231118]",0.86624646,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607005860_2026-07-02,0.0,0.0,0.0,"[0.9687831837916875, 0.031216816208312514]",0.99835676,True,BothCorrect,Pipelines agree.
T2607011135_2026-07-02,0.0,0.0,0.0,"[0.8224489775062733, 0.17755102249372667]",0.8267468,True,BothCorrect,Pipelines agree.
T2607007880_2026-07-02,0.0,1.0,1.0,"[0.4940255405836112, 0.5059744594163889]",0.680904,True,BothWrong,Pipelines agree.
T2607007440_2026-07-02,0.0,0.0,1.0,"[0.929191312948289, 0.07080868705171095]",0.67080194,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008612_2026-07-02,0.0,0.0,0.0,"[0.968149180022655, 0.03185081997734496]",0.8414241,True,BothCorrect,Pipelines agree.
T2607007344_2026-07-02,0.0,1.0,0.0,"[0.2996581462898276, 0.7003418537101724]",0.9750705,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009473_2026-07-02,1.0,1.0,1.0,"[0.4479969228226718, 0.5520030771773282]",0.83435196,True,BothCorrect,Pipelines agree.
T2607007939_2026-07-02,0.0,0.0,0.0,"[0.9567938340256944, 0.0432061659743056]",0.65437436,True,BothCorrect,Pipelines agree.
T2607008505_2026-07-02,0.0,0.0,0.0,"[0.9560399667418965, 0.04396003325810349]",0.9008663,True,BothCorrect,Pipelines agree.
T2607010712_2026-07-02,0.0,0.0,1.0,"[0.749161799168457, 0.25083820083154296]",0.7052134,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607006374_2026-07-02,1.0,0.0,1.0,"[0.530771295036671, 0.469228704963329]",0.7915489,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607010272_2026-07-02,0.0,0.0,1.0,"[0.9574437585962251, 0.0425562414037749]",0.6931807,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008822_2026-07-02,0.0,0.0,1.0,"[0.6767487034104746, 0.32325129658952545]",0.68088436,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009925_2026-07-02,0.0,0.0,0.0,"[0.8430228124299534, 0.15697718757004664]",0.9705352,True,BothCorrect,Pipelines agree.
T2607009753_2026-07-02,0.0,0.0,0.0,"[0.7534717270366118, 0.2465282729633882]",0.97229093,True,BothCorrect,Pipelines agree.
T2607007516_2026-07-02,0.0,0.0,0.0,"[0.957439697446968, 0.042560302553032]",0.98929274,True,BothCorrect,Pipelines agree.
T2607007786_2026-07-02,0.0,0.0,0.0,"[0.778401941495654, 0.221598058504346]",0.9887023,True,BothCorrect,Pipelines agree.
T2607008730_2026-07-02,0.0,0.0,0.0,"[0.9724542900363862, 0.02754570996361383]",0.9026547,True,BothCorrect,Pipelines agree.
T2607009397_2026-07-02,0.0,0.0,0.0,"[0.5269350616669101, 0.47306493833308993]",0.95801705,True,BothCorrect,Pipelines agree.
T2607009570_2026-07-02,0.0,1.0,0.0,"[0.45507084885011934, 0.5449291511498806]",0.9566311,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607007267_2026-07-02,0.0,1.0,1.0,"[0.3665748502419693, 0.6334251497580308]",0.8964798,True,BothWrong,Pipelines agree.
T2607009301_2026-07-02,0.0,0.0,1.0,"[0.6682003594331578, 0.3317996405668422]",0.8263502,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607006322_2026-07-02,0.0,0.0,0.0,"[0.9718462490042907, 0.02815375099570927]",0.9805866,True,BothCorrect,Pipelines agree.
T2607008469_2026-07-02,0.0,0.0,0.0,"[0.9711892953878676, 0.02881070461213242]",0.9145354,True,BothCorrect,Pipelines agree.
T2607006729_2026-07-02,1.0,1.0,1.0,"[0.19553240406890754, 0.8044675959310925]",0.828005,True,BothCorrect,Pipelines agree.
T2607010366_2026-07-02,0.0,1.0,0.0,"[0.1660312331301925, 0.8339687668698075]",0.98294073,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607006821_2026-07-02,0.0,0.0,1.0,"[0.5516630498103566, 0.44833695018964337]",0.8440074,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008938_2026-07-02,0.0,0.0,0.0,"[0.5570972379404142, 0.4429027620595858]",0.7439537,True,BothCorrect,Pipelines agree.
T2607011214_2026-07-02,0.0,0.0,0.0,"[0.9794590127797043, 0.020540987220295737]",0.68091637,True,BothCorrect,Pipelines agree.
T2607011289_2026-07-02,0.0,0.0,0.0,"[0.9562497069387341, 0.04375029306126588]",0.68595785,True,BothCorrect,Pipelines agree.
T2607009145_2026-07-02,1.0,0.0,1.0,"[0.6207133044938218, 0.3792866955061782]",0.8900699,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009086_2026-07-02,1.0,0.0,1.0,"[0.8952478327459572, 0.1047521672540428]",0.87406117,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607005971_2026-07-02,0.0,0.0,0.0,"[0.9159227288948584, 0.08407727110514163]",0.9999102,True,BothCorrect,Pipelines agree.
T2607005950_2026-07-02,0.0,0.0,0.0,"[0.9355225551955235, 0.06447744480447648]",0.99835676,True,BothCorrect,Pipelines agree.
T2607007699_2026-07-02,0.0,0.0,0.0,"[0.9206297881512255, 0.07937021184877446]",0.9887023,True,BothCorrect,Pipelines agree.
T2607008254_2026-07-02,0.0,0.0,0.0,"[0.9503121035589016, 0.04968789644109839]",0.9100963,True,BothCorrect,Pipelines agree.
T2607008339_2026-07-02,0.0,0.0,0.0,"[0.8432452711886391, 0.15675472881136088]",0.9100963,True,BothCorrect,Pipelines agree.
T2607006160_2026-07-02,0.0,0.0,0.0,"[0.9724178131794887, 0.02758218682051128]",0.9921915,True,BothCorrect,Pipelines agree.
T2607006221_2026-07-02,0.0,0.0,0.0,"[0.8724021389601732, 0.12759786103982684]",0.7914032,True,BothCorrect,Pipelines agree.
T2607006632_2026-07-02,0.0,1.0,0.0,"[0.48957242592346656, 0.5104275740765334]",0.9615789,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009837_2026-07-02,0.0,1.0,0.0,"[0.260544045006383, 0.739455954993617]",0.97229093,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607010993_2026-07-02,0.0,0.0,0.0,"[0.9787566792761061, 0.0212433207238939]",0.9968882,True,BothCorrect,Pipelines agree.
T2607010904_2026-07-02,0.0,0.0,0.0,"[0.8057878418433985, 0.19421215815660153]",0.99707836,True,BothCorrect,Pipelines agree.
T2607009650_2026-07-02,0.0,0.0,1.0,"[0.6879148913832217, 0.3120851086167783]",0.86881775,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009560_2026-07-02,0.0,0.0,1.0,"[0.7770848207812124, 0.22291517921878756]",0.87235266,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009215_2026-07-02,0.0,0.0,0.0,"[0.6508412759319819, 0.34915872406801807]",0.95801705,True,BothCorrect,Pipelines agree.
T2607007259_2026-07-02,0.0,1.0,0.0,"[0.3778189386962137, 0.6221810613037864]",0.977666,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009207_2026-07-02,0.0,1.0,1.0,"[0.4512561877647774, 0.5487438122352226]",0.8263502,True,BothWrong,Pipelines agree.
T2607008089_2026-07-02,0.0,0.0,0.0,"[0.9422762292942997, 0.05772377070570034]",0.85575473,True,BothCorrect,Pipelines agree.
T2607010721_2026-07-02,0.0,0.0,0.0,"[0.866818063385994, 0.133181936614006]",0.9830095,True,BothCorrect,Pipelines agree.
T2607010549_2026-07-02,0.0,0.0,0.0,"[0.9544580958010039, 0.045541904198996064]",0.9830095,True,BothCorrect,Pipelines agree.
T2607010357_2026-07-02,0.0,0.0,1.0,"[0.8178886179981505, 0.1821113820018495]",0.6931807,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607011485_2026-07-02,0.0,0.0,0.0,"[0.9823993265486969, 0.017600673451303117]",0.91367495,True,BothCorrect,Pipelines agree.
T2607011390_2026-07-02,0.0,0.0,0.0,"[0.9866638036804802, 0.013336196319519766]",0.9092596,True,BothCorrect,Pipelines agree.
T2607010100_2026-07-02,1.0,0.0,1.0,"[0.7692069020234474, 0.23079309797655256]",0.85985184,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009161_2026-07-02,0.0,0.0,0.0,"[0.8065895970758817, 0.19341040292411826]",0.7319033,True,BothCorrect,Pipelines agree.
T2607011560_2026-07-02,0.0,0.0,0.0,"[0.9331726157668068, 0.06682738423319323]",0.9766687,True,BothCorrect,Pipelines agree.
T2607011533_2026-07-02,0.0,0.0,0.0,"[0.9644179275437249, 0.03558207245627509]",0.91946524,True,BothCorrect,Pipelines agree.
T2607010984_2026-07-02,0.0,0.0,0.0,"[0.9500729492818498, 0.04992705071815018]",0.9230431,True,BothCorrect,Pipelines agree.
T2607007525_2026-07-02,0.0,0.0,1.0,"[0.9546287682095378, 0.04537123179046221]",0.67080194,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607008233_2026-07-02,0.0,0.0,0.0,"[0.9865369548448863, 0.013463045155113651]",0.9414481,True,BothCorrect,Pipelines agree.
T2607008693_2026-07-02,1.0,0.0,0.0,"[0.8536244732023637, 0.14637552679763632]",0.81209016,True,BothWrong,Pipelines agree.
T2607007163_2026-07-02,0.0,0.0,0.0,"[0.6471470541405515, 0.3528529458594485]",0.9478594,True,BothCorrect,Pipelines agree.
T2607006912_2026-07-02,0.0,0.0,1.0,"[0.7405666035461599, 0.2594333964538401]",0.9045841,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607007352_2026-07-02,0.0,1.0,1.0,"[0.36900738147692336, 0.6309926185230766]",0.8964798,True,BothWrong,Pipelines agree.
T2607008374_2026-07-02,0.0,0.0,0.0,"[0.9357284938784063, 0.06427150612159371]",0.9145354,True,BothCorrect,Pipelines agree.
T2607008137_2026-07-02,0.0,0.0,0.0,"[0.8819794283648625, 0.11802057163513746]",0.7439941,True,BothCorrect,Pipelines agree.
T2607007996_2026-07-02,0.0,0.0,0.0,"[0.9469199834615736, 0.05308001653842642]",0.85575473,True,BothCorrect,Pipelines agree.
T2607006467_2026-07-02,0.0,0.0,1.0,"[0.7516063020340391, 0.2483936979659609]",0.77578855,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607011303_2026-07-02,0.0,0.0,0.0,"[0.9897170103599313, 0.010282989640068685]",0.8888207,True,BothCorrect,Pipelines agree.
T2607010193_2026-07-02,0.0,1.0,0.0,"[0.43272046321310603, 0.5672795367868939]",0.97178197,False,PyOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009031_2026-07-02,0.0,0.0,0.0,"[0.6186335730027144, 0.3813664269972856]",0.5301007,True,BothCorrect,Pipelines agree.
T2607007621_2026-07-02,0.0,0.0,1.0,"[0.6342015519336333, 0.36579844806636674]",0.6773152,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607007608_2026-07-02,0.0,0.0,0.0,"[0.89289381513279, 0.10710618486721002]",0.98929274,True,BothCorrect,Pipelines agree.
T2607008217_2026-07-02,0.0,0.0,0.0,"[0.9073105360375099, 0.09268946396249012]",0.9100963,True,BothCorrect,Pipelines agree.
T2607008776_2026-07-02,0.0,0.0,0.0,"[0.7994357400448535, 0.20056425995514648]",0.7079455,True,BothCorrect,Pipelines agree.
T2607006996_2026-07-02,0.0,0.0,1.0,"[0.606737523942164, 0.39326247605783604]",0.9045841,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607009662_2026-07-02,0.0,0.0,0.0,"[0.762495331567967, 0.237504668432033]",0.95910364,True,BothCorrect,Pipelines agree.
T2607006243_2026-07-02,0.0,0.0,0.0,"[0.9552456414092788, 0.04475435859072119]",0.98799247,True,BothCorrect,Pipelines agree.
T2607008411_2026-07-02,0.0,0.0,0.0,"[0.9236470005762221, 0.07635299942377793]",0.8975699,True,BothCorrect,Pipelines agree.
T2607010540_2026-07-02,0.0,0.0,1.0,"[0.5564876169856494, 0.4435123830143506]",0.6951575,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607010281_2026-07-02,0.0,0.0,0.0,"[0.5080107307004729, 0.49198926929952713]",0.98294073,True,BothCorrect,Pipelines agree.
T2607006366_2026-07-02,0.0,0.0,0.0,"[0.9272232504799599, 0.0727767495200401]",0.9604027,True,BothCorrect,Pipelines agree.
T2607011444_2026-07-02,0.0,0.0,0.0,"[0.7069189579280853, 0.29308104207191465]",0.7082008,True,BothCorrect,Pipelines agree.
T2607010803_2026-07-02,0.0,0.0,0.0,"[0.9312494795188897, 0.0687505204811103]",0.913732,True,BothCorrect,Pipelines agree.
T2607008303_2026-07-02,0.0,0.0,0.0,"[0.8188831444156038, 0.18111685558439616]",0.934716,True,BothCorrect,Pipelines agree.
T2607009481_2026-07-02,0.0,0.0,0.0,"[0.9092138635028637, 0.0907861364971363]",0.9566311,True,BothCorrect,Pipelines agree.
T2607009308_2026-07-02,0.0,0.0,0.0,"[0.7800450756927094, 0.21995492430729058]",0.95801705,True,BothCorrect,Pipelines agree.
T2607007170_2026-07-02,0.0,0.0,1.0,"[0.8781949250524945, 0.12180507494750548]",0.8855869,False,SparkOnlyCorrect,"Python XGBoost used threshold tuning (0.70) while Spark used default (0.50), causing slight differences."
T2607006302_2026-07-02,0.0,0.0,0.0,"[0.9669174655414767, 0.03308253445852327]",0.7914032,True,BothCorrect,Pipelines agree.
T2607008530_2026-07-02,0.0,0.0,0.0,"[0.9560439615000299, 0.043956038499970096]",0.89968807,True,BothCorrect,Pipelines agree.
T2607010637_2026-07-02,0.0,0.0,0.0,"[0.7572680610588758, 0.24273193894112421]",0.98294073,True,BothCorrect,Pipelines agree.
