case_id,actual,spark_prediction,python_prediction,spark_probability,python_probability,match,agreement_status,disagreement_explanation
T2607007665_2026-07-02,On Time,Minor,Moderate,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.400951,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006961_2026-07-02,Minor,Minor,Severe,"[0.2336448598130841, 0.514018691588785, 0.24922118380062305, 0.003115264797507788]",0.45600656,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011155_2026-07-02,On Time,On Time,Minor,"[1.0, 0.0, 0.0, 0.0]",0.55924785,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011279_2026-07-02,On Time,On Time,Minor,"[0.9593220338983051, 0.03389830508474576, 0.006779661016949152, 0.0]",0.581384,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011519_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.7815084,True,BothCorrect,Both pipelines predicted same outcome.
T2607008670_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.73186845,True,BothCorrect,Both pipelines predicted same outcome.
T2607008633_2026-07-02,Minor,On Time,On Time,"[0.6063829787234043, 0.2393617021276596, 0.1524822695035461, 0.0017730496453900709]",0.70091,True,BothWrong,Both pipelines predicted same outcome.
T2607011331_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.7783504,True,BothCorrect,Both pipelines predicted same outcome.
T2607011456_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.8624798,True,BothCorrect,Both pipelines predicted same outcome.
T2607008488_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.7108316,True,BothCorrect,Both pipelines predicted same outcome.
T2607008432_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.709458,True,BothCorrect,Both pipelines predicted same outcome.
T2607009150_2026-07-02,On Time,On Time,On Time,"[0.9642857142857143, 0.03571428571428571, 0.0, 0.0]",0.5646094,True,BothCorrect,Both pipelines predicted same outcome.
T2607008317_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.58862376,True,BothCorrect,Both pipelines predicted same outcome.
T2607006394_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5108067,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006580_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5254671,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008828_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.63568884,True,BothCorrect,Both pipelines predicted same outcome.
T2607008954_2026-07-02,On Time,On Time,On Time,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.6758721,True,BothCorrect,Both pipelines predicted same outcome.
T2607006265_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.62170964,True,BothCorrect,Both pipelines predicted same outcome.
T2607009335_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.5436486,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006184_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.6259678,True,BothCorrect,Both pipelines predicted same outcome.
T2607010568_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.14285714285714285, 0.8301158301158301, 0.02702702702702703]",0.40621,True,BothCorrect,Both pipelines predicted same outcome.
T2607009327_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4612024,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010923_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.40875065,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006017_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.6273341,True,BothCorrect,Both pipelines predicted same outcome.
T2607010297_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.40072438,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010132_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.52319443,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009855_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.41204897,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007542_2026-07-02,Moderate,Moderate,On Time,"[0.0, 0.0, 0.9885057471264368, 0.011494252873563218]",0.38051575,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007554_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.40292045,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007101_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.48777124,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006928_2026-07-02,On Time,On Time,Moderate,"[0.8828502415458938, 0.10748792270531402, 0.00966183574879227, 0.0]",0.45873445,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007371_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4278093,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006401_2026-07-02,Moderate,Moderate,Moderate,"[0.023255813953488372, 0.1511627906976744, 0.8255813953488372, 0.0]",0.5274591,True,BothCorrect,Both pipelines predicted same outcome.
T2607006494_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.53411365,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008208_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.64033175,True,BothCorrect,Both pipelines predicted same outcome.
T2607009106_2026-07-02,On Time,On Time,On Time,"[0.9642857142857143, 0.03571428571428571, 0.0, 0.0]",0.5646094,True,BothCorrect,Both pipelines predicted same outcome.
T2607009135_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.5688385,True,BothCorrect,Both pipelines predicted same outcome.
T2607011107_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.73673826,True,BothCorrect,Both pipelines predicted same outcome.
T2607009413_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4571244,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009500_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4690545,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010652_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.39281142,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010576_2026-07-02,Minor,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.48536086,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006111_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.6273341,True,BothCorrect,Both pipelines predicted same outcome.
T2607009680_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4483122,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007646_2026-07-02,Minor,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.40292045,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008706_2026-07-02,Minor,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.6932334,True,BothWrong,Both pipelines predicted same outcome.
T2607010041_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.51687354,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607005810_2026-07-02,On Time,On Time,On Time,"[0.90625, 0.0625, 0.03125, 0.0]",0.8813224,True,BothCorrect,Both pipelines predicted same outcome.
T2607009167_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.5775684,True,BothCorrect,Both pipelines predicted same outcome.
T2607007960_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.5305355,True,BothCorrect,Both pipelines predicted same outcome.
T2607006668_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.53130746,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006849_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.53130746,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008849_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.64744186,True,BothCorrect,Both pipelines predicted same outcome.
T2607006082_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.64798164,True,BothCorrect,Both pipelines predicted same outcome.
T2607011063_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.72207177,True,BothCorrect,Both pipelines predicted same outcome.
T2607009242_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.019867549668874173, 0.7549668874172185, 0.2251655629139073]",0.51832837,True,BothCorrect,Both pipelines predicted same outcome.
T2607010487_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.48536086,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008575_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.6883938,True,BothCorrect,Both pipelines predicted same outcome.
T2607007727_2026-07-02,On Time,On Time,Moderate,"[0.6063829787234043, 0.2393617021276596, 0.1524822695035461, 0.0017730496453900709]",0.38838285,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007465_2026-07-02,On Time,On Time,Moderate,"[0.6063829787234043, 0.2393617021276596, 0.1524822695035461, 0.0017730496453900709]",0.41589963,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006839_2026-07-02,Severe,Severe,Moderate,"[0.0, 0.0, 0.2222222222222222, 0.7777777777777778]",0.48635927,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006755_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.53130746,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008106_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.5422853,True,BothCorrect,Both pipelines predicted same outcome.
T2607008812_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.62969327,True,BothCorrect,Both pipelines predicted same outcome.
T2607010383_2026-07-02,Moderate,Moderate,On Time,"[0.0, 0.14285714285714285, 0.8301158301158301, 0.02702702702702703]",0.3933103,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010124_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4487263,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010034_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4417164,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009769_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.42390808,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007456_2026-07-02,On Time,On Time,On Time,"[0.6063829787234043, 0.2393617021276596, 0.1524822695035461, 0.0017730496453900709]",0.3794311,True,BothCorrect,Both pipelines predicted same outcome.
T2607007735_2026-07-02,Minor,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.4028642,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007811_2026-07-02,Moderate,Moderate,Moderate,"[0.023255813953488372, 0.1511627906976744, 0.8255813953488372, 0.0]",0.38838285,True,BothCorrect,Both pipelines predicted same outcome.
T2607009777_2026-07-02,On Time,On Time,Moderate,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.47732088,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607005913_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.8853936,True,BothCorrect,Both pipelines predicted same outcome.
T2607011366_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.84814364,True,BothCorrect,Both pipelines predicted same outcome.
T2607007193_2026-07-02,Moderate,Moderate,Moderate,"[0.023255813953488372, 0.1511627906976744, 0.8255813953488372, 0.0]",0.41664603,True,BothCorrect,Both pipelines predicted same outcome.
T2607006936_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4267185,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008387_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.6444821,True,BothCorrect,Both pipelines predicted same outcome.
T2607007014_2026-07-02,On Time,On Time,Moderate,"[0.9676320272572402, 0.030664395229982964, 0.0017035775127768314, 0.0]",0.481218,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008222_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.6120112,True,BothCorrect,Both pipelines predicted same outcome.
T2607008014_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.49980327,True,BothCorrect,Both pipelines predicted same outcome.
T2607005994_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.64798164,True,BothCorrect,Both pipelines predicted same outcome.
T2607009584_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.47694322,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010306_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.48536086,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010831_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.41153732,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010748_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.43997332,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011017_2026-07-02,Minor,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.42064852,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009690_2026-07-02,Minor,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.53620064,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009596_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.13829787234042554, 0.851063829787234, 0.010638297872340425]",0.5152937,True,BothCorrect,Both pipelines predicted same outcome.
T2607008744_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.7071578,True,BothCorrect,Both pipelines predicted same outcome.
T2607011543_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.86908585,True,BothCorrect,Both pipelines predicted same outcome.
T2607009000_2026-07-02,On Time,On Time,On Time,"[0.7815126050420168, 0.19327731092436976, 0.025210084033613446, 0.0]",0.6043155,True,BothCorrect,Both pipelines predicted same outcome.
T2607006572_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5104148,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008272_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.6304568,True,BothCorrect,Both pipelines predicted same outcome.
T2607010931_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.40412235,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009509_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.13829787234042554, 0.851063829787234, 0.010638297872340425]",0.54553884,True,BothCorrect,Both pipelines predicted same outcome.
T2607010212_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.14285714285714285, 0.8301158301158301, 0.02702702702702703]",0.46946913,True,BothCorrect,Both pipelines predicted same outcome.
T2607007819_2026-07-02,On Time,On Time,Moderate,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.40402794,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009863_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.51281637,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008791_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.7138604,True,BothCorrect,Both pipelines predicted same outcome.
T2607007907_2026-07-02,On Time,On Time,On Time,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.39449927,True,BothCorrect,Both pipelines predicted same outcome.
T2607009949_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.51281637,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011428_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.82220525,True,BothCorrect,Both pipelines predicted same outcome.
T2607007022_2026-07-02,Moderate,Moderate,Moderate,"[0.023255813953488372, 0.1511627906976744, 0.8255813953488372, 0.0]",0.4267185,True,BothCorrect,Both pipelines predicted same outcome.
T2607007108_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4980559,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607011294_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.8053289,True,BothCorrect,Both pipelines predicted same outcome.
T2607007291_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4980559,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008512_2026-07-02,On Time,On Time,On Time,"[0.7815126050420168, 0.19327731092436976, 0.025210084033613446, 0.0]",0.7326207,True,BothCorrect,Both pipelines predicted same outcome.
T2607007283_2026-07-02,Moderate,Moderate,Moderate,"[0.023255813953488372, 0.1511627906976744, 0.8255813953488372, 0.0]",0.4775817,True,BothCorrect,Both pipelines predicted same outcome.
T2607008539_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.7108316,True,BothCorrect,Both pipelines predicted same outcome.
T2607006486_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5104148,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008059_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.51950914,True,BothCorrect,Both pipelines predicted same outcome.
T2607010741_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.451292,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607006204_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.6363319,True,BothCorrect,Both pipelines predicted same outcome.
T2607006287_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.67280716,True,BothCorrect,Both pipelines predicted same outcome.
T2607011009_2026-07-02,On Time,On Time,Moderate,"[0.6063829787234043, 0.2393617021276596, 0.1524822695035461, 0.0017730496453900709]",0.3887003,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010477_2026-07-02,On Time,On Time,On Time,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.38348335,True,BothCorrect,Both pipelines predicted same outcome.
T2607009421_2026-07-02,Moderate,Moderate,Moderate,"[0.0, 0.13829787234042554, 0.851063829787234, 0.010638297872340425]",0.48459512,True,BothCorrect,Both pipelines predicted same outcome.
T2607007636_2026-07-02,On Time,On Time,Moderate,"[0.84375, 0.10786290322580645, 0.04838709677419355, 0.0]",0.39896718,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009942_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.42390808,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010220_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5201445,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007900_2026-07-02,On Time,On Time,Moderate,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.3713055,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607005934_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.8337831,True,BothCorrect,Both pipelines predicted same outcome.
T2607005838_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.8337831,True,BothCorrect,Both pipelines predicted same outcome.
T2607011230_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.8190142,True,BothCorrect,Both pipelines predicted same outcome.
T2607011184_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.76738137,True,BothCorrect,Both pipelines predicted same outcome.
T2607007379_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.5043541,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607007200_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.4980559,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607009048_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.5987289,True,BothCorrect,Both pipelines predicted same outcome.
T2607008159_2026-07-02,On Time,On Time,On Time,"[0.9754204398447607, 0.02199223803363519, 0.00258732212160414, 0.0]",0.48772684,True,BothCorrect,Both pipelines predicted same outcome.
T2607008239_2026-07-02,On Time,On Time,On Time,"[1.0, 0.0, 0.0, 0.0]",0.62926555,True,BothCorrect,Both pipelines predicted same outcome.
T2607006659_2026-07-02,On Time,On Time,Moderate,"[0.9007537688442211, 0.0829145728643216, 0.016331658291457288, 0.0]",0.46664238,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607008907_2026-07-02,On Time,On Time,On Time,"[0.9432098765432099, 0.05596707818930041, 8.230452674897119E-4, 0.0]",0.63040876,True,BothCorrect,Both pipelines predicted same outcome.
T2607010660_2026-07-02,Minor,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.4771855,False,BothWrong,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
T2607010395_2026-07-02,On Time,On Time,Moderate,"[0.7067833698030634, 0.19037199124726478, 0.10284463894967177, 0.0]",0.48536086,False,SparkOnlyCorrect,"Spark had access to Phase 4 engineered features (rolling delay history, occupancy history); Python did not."
