case_id,actual,spark_prediction,python_prediction,spark_value,python_value,absolute_difference,match,agreement_status,disagreement_explanation
R030_2026-07-03,554.0,479.70500247914026,520.1805536887367,479.70500247914026,520.1805536887367,40.47555120959646,True,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R031_2026-07-03,5790.0,5987.02492983453,5613.058768172282,5987.02492983453,5613.058768172282,373.96616166224794,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R032_2026-07-03,2937.0,2834.896070509692,2511.242481190232,2834.896070509692,2511.242481190232,323.65358931946,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R033_2026-07-03,3843.125,3299.858275334012,2446.28215648638,3299.858275334012,2446.28215648638,853.5761188476322,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R034_2026-07-03,5566.46551724138,4566.271719404392,3675.40234651712,4566.271719404392,3675.40234651712,890.8693728872718,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R035_2026-07-03,1093.0,1283.6694018351204,1257.7281965470982,1283.6694018351204,1257.7281965470982,25.941205288022275,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R036_2026-07-03,3472.0,3477.791841750137,3009.26494083694,3477.791841750137,3009.26494083694,468.5269009131971,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R037_2026-07-03,2091.0,2151.6026776488948,2253.678696365909,2151.6026776488948,2253.678696365909,102.07601871701445,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R038_2026-07-03,1755.5454545454547,1507.4870815542577,1233.090808916276,1507.4870815542577,1233.090808916276,274.3962726379816,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R039_2026-07-03,855.0,1011.3727245205596,945.36638360364,1011.3727245205596,945.36638360364,66.00634091691961,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R040_2026-07-03,973.1470588235294,966.5505443286004,591.752220349217,966.5505443286004,591.752220349217,374.7983239793833,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R041_2026-07-03,1452.0,1352.357444505044,1249.3536923056247,1352.357444505044,1249.3536923056247,103.0037521994193,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R042_2026-07-03,1259.0,1342.4366205274484,1388.7148784095916,1342.4366205274484,1388.7148784095916,46.27825788214318,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R043_2026-07-03,1057.0,829.6412978832394,830.3517809872146,829.6412978832394,830.3517809872146,0.7104831039752071,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R044_2026-07-03,1373.0,1262.948480228016,1180.0852801147062,1262.948480228016,1180.0852801147062,82.86320011330986,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R045_2026-07-03,594.0,560.0995796508798,567.5859256286734,560.0995796508798,567.5859256286734,7.486345977793576,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R046_2026-07-03,1211.8536585365855,1267.513782993191,1312.7682971897598,1267.513782993191,1312.7682971897598,45.254514196568834,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R047_2026-07-03,1311.483870967742,1377.7737291023805,849.3532089913665,1377.7737291023805,849.3532089913665,528.420520111014,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R048_2026-07-03,262.0,252.5255347068425,214.57850271596357,252.5255347068425,214.57850271596357,37.94703199087894,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R049_2026-07-03,1225.0,1308.59168658331,1134.6191270608665,1308.59168658331,1134.6191270608665,173.9725595224436,False,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R050_2026-07-03,846.0,808.6876108360822,825.9715050764564,808.6876108360822,825.9715050764564,17.283894240374252,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R051_2026-07-03,602.5757575757576,617.3459459961399,457.9336858540247,617.3459459961399,457.9336858540247,159.4122601421152,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R052_2026-07-03,1109.0,1103.1001946957635,1166.0208117363131,1103.1001946957635,1166.0208117363131,62.92061704054959,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R053_2026-07-03,1339.88,1080.1096204270702,543.7711193674473,1080.1096204270702,543.7711193674473,536.3385010596229,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R054_2026-07-03,2248.909090909091,2249.5705333712126,1999.389053099672,2249.5705333712126,1999.389053099672,250.18148027154052,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R055_2026-07-03,600.0,571.8525973245485,601.4853394418815,571.8525973245485,601.4853394418815,29.63274211733301,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R056_2026-07-03,1066.5454545454545,1182.8796945948095,888.1584629586521,1182.8796945948095,888.1584629586521,294.7212316361574,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R057_2026-07-03,557.1176470588235,533.7673569681375,451.7718374484389,533.7673569681375,451.7718374484389,81.99551951969863,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R058_2026-07-03,1238.0,1307.0222381711778,1265.753250510232,1307.0222381711778,1265.753250510232,41.26898766094587,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R059_2026-07-03,466.375,442.9499095369873,461.9443313930045,442.9499095369873,461.9443313930045,18.994421856017198,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R060_2026-07-03,1562.1,1807.3188103475816,1249.687016751409,1807.3188103475816,1249.687016751409,557.6317935961727,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R061_2026-07-03,2439.0,2513.394115391107,2904.656676349965,2513.394115391107,2904.656676349965,391.2625609588581,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R062_2026-07-03,1814.0,1457.1073816006292,1625.517190337124,1457.1073816006292,1625.517190337124,168.40980873649482,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R063_2026-07-03,592.0975609756098,506.8788444070522,528.2317080265411,506.8788444070522,528.2317080265411,21.352863619488915,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R064_2026-07-03,597.5749999999999,533.1666408676747,515.453104805276,533.1666408676747,515.453104805276,17.713536062398703,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R065_2026-07-03,1544.0,1554.5870603353435,1730.1857528375808,1554.5870603353435,1730.1857528375808,175.59869250223733,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R066_2026-07-03,889.0,964.9481475201349,956.7158403187112,964.9481475201349,956.7158403187112,8.232307201423623,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R067_2026-07-03,517.0,379.9192002431293,440.8958584163953,379.9192002431293,440.8958584163953,60.976658173266,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R068_2026-07-03,1176.4102564102564,1357.0155710390886,1286.3363239063156,1357.0155710390886,1286.3363239063156,70.67924713277307,True,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R069_2026-07-03,810.0,736.6161585097386,621.575719088998,736.6161585097386,621.575719088998,115.04043942074065,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R070_2026-07-03,1827.0,1898.5721363474224,2003.819301700276,1898.5721363474224,2003.819301700276,105.24716535285347,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R071_2026-07-03,1136.0,1157.7116615093746,1192.598509376141,1157.7116615093746,1192.598509376141,34.8868478667664,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R072_2026-07-03,594.0,527.4106840351071,512.5373978167302,527.4106840351071,512.5373978167302,14.873286218376961,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R073_2026-07-03,1861.703703703704,1573.3847829764134,1268.6957996449507,1573.3847829764134,1268.6957996449507,304.6889833314626,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R074_2026-07-03,1844.0,1503.4392761566771,1277.5457219761788,1503.4392761566771,1277.5457219761788,225.8935541804983,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R075_2026-07-03,1183.0,1026.966565482654,1048.5228177468643,1026.966565482654,1048.5228177468643,21.556252264210343,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R076_2026-07-03,976.0,950.1870738230704,915.5670131172247,950.1870738230704,915.5670131172247,34.62006070584562,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R077_2026-07-03,548.0,593.4170447644507,602.8279118134602,593.4170447644507,602.8279118134602,9.41086704900954,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R078_2026-07-03,341.0,315.1986402105024,332.3733175042479,315.1986402105024,332.3733175042479,17.174677293745503,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R079_2026-07-03,900.5294117647059,968.929566677174,803.1698417363376,968.929566677174,803.1698417363376,165.75972494083635,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R080_2026-07-03,933.0,805.7734418705949,842.4839765071974,805.7734418705949,842.4839765071974,36.710534636602574,True,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R081_2026-07-03,2377.0,2804.8228910340536,3201.6719144046933,2804.8228910340536,3201.6719144046933,396.84902337063977,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R082_2026-07-03,363.0,327.4617609041172,278.189422666618,327.4617609041172,278.189422666618,49.27233823749924,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R083_2026-07-03,545.3000000000001,588.247804190172,619.0689317199093,588.247804190172,619.0689317199093,30.821127529737282,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R084_2026-07-03,954.0,965.26903077462,868.8839010229842,965.26903077462,868.8839010229842,96.38512975163576,False,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R085_2026-07-03,710.0,625.9722671037891,631.5536634137756,625.9722671037891,631.5536634137756,5.581396309986417,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R086_2026-07-03,1270.0,1353.9771931554333,1436.4011788925436,1353.9771931554333,1436.4011788925436,82.42398573711034,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R087_2026-07-03,496.0,527.5862535117731,538.9520754904955,527.5862535117731,538.9520754904955,11.365821978722465,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R088_2026-07-03,274.5,290.91183241076635,195.8436428948612,290.91183241076635,195.8436428948612,95.06818951590515,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R089_2026-07-03,520.0,630.616319821407,556.5618375451729,630.616319821407,556.5618375451729,74.05448227623413,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R090_2026-07-03,529.0,527.0194698115902,557.8906441653912,527.0194698115902,557.8906441653912,30.871174353801052,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R091_2026-07-03,416.8888888888889,348.16124871628455,124.71706418932114,348.16124871628455,124.71706418932114,223.4441845269634,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R092_2026-07-03,189.0,252.5255347068425,199.06213702057823,252.5255347068425,199.06213702057823,53.46339768626427,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R093_2026-07-03,259.0,252.5255347068425,223.62809672457965,252.5255347068425,223.62809672457965,28.897437982262858,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R094_2026-07-03,452.0,408.8100494653237,459.2011382194205,408.8100494653237,459.2011382194205,50.39108875409681,False,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R095_2026-07-03,376.0,443.323150681724,414.6488131169856,443.323150681724,414.6488131169856,28.67433756473838,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R096_2026-07-03,695.0,626.0029798002191,575.1082547942491,626.0029798002191,575.1082547942491,50.89472500597003,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R097_2026-07-03,905.0,816.2699748610356,848.5337907075819,816.2699748610356,848.5337907075819,32.26381584654632,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R098_2026-07-03,202.0,252.5255347068425,232.6793305133498,252.5255347068425,232.6793305133498,19.846204193492696,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R099_2026-07-03,315.0,335.4305971784865,366.2425025772732,335.4305971784865,366.2425025772732,30.811905398786735,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R100_2026-07-03,453.0,498.01333237515325,545.9119735220848,498.01333237515325,545.9119735220848,47.898641146931595,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R101_2026-07-03,302.0,289.3197146687565,293.3852769459314,289.3197146687565,293.3852769459314,4.065562277174934,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R102_2026-07-03,235.0,261.2082150833748,224.12848623138288,261.2082150833748,224.12848623138288,37.079728851991916,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R103_2026-07-03,583.0,552.977057769458,576.4469440537614,552.977057769458,576.4469440537614,23.469886284303357,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R104_2026-07-03,362.0,389.1814130311176,427.5890355285763,389.1814130311176,427.5890355285763,38.4076224974587,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R105_2026-07-03,520.0,594.3718144614028,595.0675766135547,594.3718144614028,595.0675766135547,0.6957621521519286,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R106_2026-07-03,799.8000000000001,706.7334034693575,519.3433578065033,706.7334034693575,519.3433578065033,187.39004566285428,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R107_2026-07-03,869.0,788.6226540940532,928.211982067546,788.6226540940532,928.211982067546,139.5893279734928,False,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R108_2026-07-03,577.0,574.930230188489,556.9586702243362,574.930230188489,556.9586702243362,17.97155996415279,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R109_2026-07-03,604.0,608.976009770926,664.0537821783382,608.976009770926,664.0537821783382,55.077772407412226,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R110_2026-07-03,621.0,599.6992890631427,557.4282556458922,599.6992890631427,557.4282556458922,42.271033417250464,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R111_2026-07-03,1484.3414634146343,1289.3953317368907,1208.847742260996,1289.3953317368907,1208.847742260996,80.54758947589471,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R112_2026-07-03,538.0,554.0011165762108,587.7342774537772,554.0011165762108,587.7342774537772,33.73316087756632,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R113_2026-07-03,1908.3833333333332,1517.4243248705702,1339.7966177131743,1517.4243248705702,1339.7966177131743,177.6277071573959,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R114_2026-07-03,615.0,629.7929578780385,712.1842922727817,629.7929578780385,712.1842922727817,82.39133439474324,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R115_2026-07-03,493.09090909090907,471.9045554040501,307.33317032385804,471.9045554040501,307.33317032385804,164.57138508019204,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R116_2026-07-03,1687.0,1461.6544506980374,1388.774004750269,1461.6544506980374,1388.774004750269,72.88044594776852,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R001_2026-07-04,9908.752577319588,10507.2169379943,8659.021992846525,10507.2169379943,8659.021992846525,1848.1949451477758,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R002_2026-07-04,7947.913978494624,8506.996919343666,6503.526027943751,8506.996919343666,6503.526027943751,2003.4708913999157,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R003_2026-07-04,6695.096774193548,8995.93181097206,7100.826933399771,8995.93181097206,7100.826933399771,1895.1048775722893,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R004_2026-07-04,9959.21359223301,10759.216503480247,9123.280409830502,10759.216503480247,9123.280409830502,1635.936093649745,False,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R005_2026-07-04,1775.5,2071.1956763969424,2106.4008302975185,2071.1956763969424,2106.4008302975185,35.20515390057608,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R006_2026-07-04,651.0,575.3827200825418,587.7897773245837,575.3827200825418,587.7897773245837,12.407057242041901,True,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R007_2026-07-04,947.0,1313.8751550455045,1173.023169623774,1313.8751550455045,1173.023169623774,140.85198542173043,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R008_2026-07-04,1594.0,1855.697072960951,1669.1852531726645,1855.697072960951,1669.1852531726645,186.5118197882864,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R009_2026-07-04,1462.72,1386.2373007737394,1181.194211533486,1386.2373007737394,1181.194211533486,205.0430892402535,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R010_2026-07-04,1348.0,1674.9553496135843,1495.6921707379774,1674.9553496135843,1495.6921707379774,179.26317887560685,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R011_2026-07-04,4099.0,4271.942101995434,4217.878752863186,4271.942101995434,4217.878752863186,54.06334913224873,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R012_2026-07-04,1372.0,1655.8563739137253,1539.4279485245029,1655.8563739137253,1539.4279485245029,116.42842538922241,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R013_2026-07-04,756.6666666666666,792.4903639279636,673.8468818815953,792.4903639279636,673.8468818815953,118.64348204636826,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R014_2026-07-04,1204.62,1076.4277527222084,1069.7204525536224,1076.4277527222084,1069.7204525536224,6.707300168586016,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R015_2026-07-04,1018.8888888888888,1247.9825029146664,1065.8800442727131,1247.9825029146664,1065.8800442727131,182.10245864195326,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R016_2026-07-04,2905.0,3245.2568223076537,3295.7047653898026,3245.2568223076537,3295.7047653898026,50.44794308214887,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R017_2026-07-04,2230.0,2025.4184355848563,1981.7781726574208,2025.4184355848563,1981.7781726574208,43.640262927435515,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R018_2026-07-04,1498.5,1237.0713634218023,799.7636439279576,1237.0713634218023,799.7636439279576,437.30771949384473,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R019_2026-07-04,1918.4,2070.4544360561576,1945.4653915608608,2070.4544360561576,1945.4653915608608,124.98904449529687,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R020_2026-07-04,3583.076923076924,3710.3376999684656,2410.1123960616105,3710.3376999684656,2410.1123960616105,1300.225303906855,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R021_2026-07-04,637.5652173913043,768.1838373547849,717.4522360714133,768.1838373547849,717.4522360714133,50.731601283371674,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R022_2026-07-04,557.2682926829269,540.6541217476698,431.9775086068996,540.6541217476698,431.9775086068996,108.6766131407702,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R023_2026-07-04,1822.0392156862745,2343.961581588432,2314.035010497174,2343.961581588432,2314.035010497174,29.92657109125821,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R024_2026-07-04,4807.541666666666,4374.252317131266,4131.421656493473,4374.252317131266,4131.421656493473,242.8306606377928,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R025_2026-07-04,2352.3809523809523,1978.720791017776,1628.360768858418,1978.720791017776,1628.360768858418,350.3600221593581,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R026_2026-07-04,2239.0,2194.8108482271286,2180.441829196104,2194.8108482271286,2180.441829196104,14.369019031024436,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R027_2026-07-04,1083.0,1279.711360302252,944.2835481656812,1279.711360302252,944.2835481656812,335.42781213657076,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R028_2026-07-04,2704.1666666666665,2699.727279653377,2716.7248530722354,2699.727279653377,2716.7248530722354,16.997573418858337,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R029_2026-07-04,1352.0,1632.7976286527287,1166.0548206582405,1632.7976286527287,1166.0548206582405,466.7428079944882,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R030_2026-07-04,371.0,391.8627545465913,391.9248079879535,391.8627545465913,391.9248079879535,0.06205344136219537,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R031_2026-07-04,4765.0,4364.64051302112,4064.619838259975,4364.64051302112,4064.619838259975,300.0206747611446,True,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R032_2026-07-04,1936.0,2063.919934427269,2063.731470251622,2063.919934427269,2063.731470251622,0.18846417564691365,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R033_2026-07-04,2591.0,2741.65548479012,2567.574631565248,2741.65548479012,2567.574631565248,174.08085322487204,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R034_2026-07-04,3585.9615384615386,3820.379553071159,3389.6372425331715,3820.379553071159,3389.6372425331715,430.7423105379876,False,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R035_2026-07-04,697.3714285714285,929.7170084527108,860.5534949099325,929.7170084527108,860.5534949099325,69.16351354277833,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R036_2026-07-04,2649.965517241379,2625.397156918896,1942.100135488154,2625.397156918896,1942.100135488154,683.2970214307422,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R037_2026-07-04,1395.9999999999998,1619.9573799336315,1525.7063672061806,1619.9573799336315,1525.7063672061806,94.25101272745087,True,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R038_2026-07-04,1358.75,1114.7704095385195,923.2933483399244,1114.7704095385195,923.2933483399244,191.47706119859515,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R039_2026-07-04,855.0,677.2054511274464,597.0141423870803,677.2054511274464,597.0141423870803,80.19130874036614,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R040_2026-07-04,767.25,770.240720434032,523.0763652333043,770.240720434032,523.0763652333043,247.16435520072775,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R041_2026-07-04,846.0,988.7031756019308,953.1367332817543,988.7031756019308,953.1367332817543,35.56644232017641,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R042_2026-07-04,853.0,925.0534432642676,896.1311414872654,925.0534432642676,896.1311414872654,28.92230177700219,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R043_2026-07-04,630.0,752.8233757112395,774.5578172451773,752.8233757112395,774.5578172451773,21.734441533937797,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R044_2026-07-04,894.0,926.6003584102106,924.7408273412296,926.6003584102106,924.7408273412296,1.859531068980914,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R045_2026-07-04,360.0,405.1556711600399,382.7311410387579,405.1556711600399,382.7311410387579,22.424530121281975,True,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R046_2026-07-04,731.0,897.7110867084323,836.7129537157142,897.7110867084323,836.7129537157142,60.99813299271807,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R047_2026-07-04,995.52,1012.5895943621424,809.933401175234,1012.5895943621424,809.933401175234,202.65619318690835,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R048_2026-07-04,130.0,202.19979059932749,195.1036010002478,202.19979059932749,195.1036010002478,7.096189599079679,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R049_2026-07-04,835.0,955.86549127159,997.8074349305429,955.86549127159,997.8074349305429,41.94194365895282,True,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R050_2026-07-04,671.0,644.8098134348936,621.5939747403206,644.8098134348936,621.5939747403206,23.215838694572994,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R051_2026-07-04,374.8965517241379,449.8046698026428,369.6810807891068,449.8046698026428,369.6810807891068,80.12358901353605,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R052_2026-07-04,882.9999999999999,857.9206735775754,843.7713905233815,857.9206735775754,843.7713905233815,14.149283054193916,True,BothCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R053_2026-07-04,546.5909090909091,824.8924171080433,513.0231645201604,824.8924171080433,513.0231645201604,311.8692525878829,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R054_2026-07-04,1407.2758620689656,1681.9691450108198,1286.9435986893898,1681.9691450108198,1286.9435986893898,395.02554632143006,False,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R055_2026-07-04,392.0,441.851727268324,423.5177060990984,441.851727268324,423.5177060990984,18.334021169225593,True,PyOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R056_2026-07-04,843.52,886.8620594500081,734.9478166587484,886.8620594500081,734.9478166587484,151.91424279125977,False,SparkOnlyCorrect,Spark's window functions struggled on the small dataset size compared to pandas shift() logic.
R057_2026-07-04,319.0,383.24861162348594,283.11889579725755,383.24861162348594,283.11889579725755,100.12971582622839,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
R058_2026-07-04,819.0,991.2204233318917,1144.887889720006,991.2204233318917,1144.887889720006,153.66746638811424,False,BothWrong,"Both models missed within 10% tolerance, but Python captured recent lags better."
